date,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,icu_patients,icu_patients_per_million,stringency_index,reproduction_rate,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,hospital_beds_per_thousand,year,month,day,country_South Korea,code_KOR,continent_Asia
2021-03-19,98194.0,1896.2787,1690.0,32.636524,101.0,1.949,58.33,1.0101,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,19,True,True,True
2021-03-20,98650.0,1905.0847,1693.0,32.69446,102.0,1.969,58.33,1.0271,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,20,True,True,True
2021-03-21,99065.0,1913.099,1696.0,32.752396,104.0,2.007,58.33,1.0194,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,21,True,True,True
2021-03-22,99411.0,1919.7809,1697.0,32.771706,103.0,1.988,58.33,0.9727,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,22,True,True,True
2021-03-23,99839.0,1928.0461,1704.0,32.906887,101.0,1.949,58.33,0.9561,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,23,True,True,True
2021-03-24,100269.0,1936.3502,1707.0,32.96482,111.0,2.142,58.33,0.983,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,24,True,True,True
2021-03-25,100758.0,1945.7935,1709.0,33.003445,111.0,2.142,58.33,1.0403,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,25,True,True,True
2021-03-26,101263.0,1955.5459,1716.0,33.138626,111.0,2.142,58.33,1.0748,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,26,True,True,True
2021-03-27,101745.0,1964.854,1721.0,33.235184,103.0,1.988,58.33,1.0817,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,27,True,True,True
2021-03-28,102127.0,1972.2311,1722.0,33.254494,104.0,2.007,58.33,1.0734,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,28,True,True,True
2021-03-29,102574.0,1980.8633,1726.0,33.33174,100.0,1.93,58.33,1.0881,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,29,True,True,True
2021-03-30,103080.0,1990.6349,1729.0,33.389675,102.0,1.969,58.33,1.0825,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,30,True,True,True
2021-03-31,103631.0,2001.2756,1731.0,33.4283,108.0,2.084,58.33,1.1019,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,3,31,True,True,True
2021-04-01,104188.0,2012.0321,1735.0,33.505547,107.0,2.065,58.33,1.11,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,4,1,True,True,True
2021-04-02,104731.0,2022.5183,1737.0,33.54417,101.0,1.949,58.33,1.1155,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,4,2,True,True,True
2021-04-03,105274.0,2033.0045,1740.0,33.602104,101.0,1.949,58.33,1.1308,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,4,3,True,True,True
2021-04-04,105747.0,2042.1388,1744.0,33.679348,99.0,1.911,58.33,1.1396,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2021,4,4,True,True,True
