date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,stringency_index,reproduction_rate,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,hospital_beds_per_thousand,year,month,day,country_South Korea,code_KOR,continent_Asia
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,1,True,True,True
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,2,True,True,True
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,3,True,True,True
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,4,True,True,True
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,5,True,True,True
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,6,True,True,True
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,7,True,True,True
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,8,True,True,True
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,9,True,True,True
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,10,True,True,True
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,11,True,True,True
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,12,True,True,True
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,13,True,True,True
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,14,True,True,True
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,15,True,True,True
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,16,True,True,True
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,17,True,True,True
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,18,True,True,True
2020-01-19,1.0,1.0,0.14285715,0.019311553,0.019311553,0.0027587933,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,19,True,True,True
2020-01-20,1.0,0.0,0.14285715,0.019311553,0.0,0.0027587933,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,20,True,True,True
2020-01-21,1.0,0.0,0.14285715,0.019311553,0.0,0.0027587933,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,21,True,True,True
2020-01-22,1.0,0.0,0.14285715,0.019311553,0.0,0.0027587933,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,22,True,True,True
2020-01-23,1.0,0.0,0.14285715,0.019311553,0.0,0.0027587933,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,23,True,True,True
2020-01-24,2.0,1.0,0.2857143,0.038623106,0.019311553,0.0055175866,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,24,True,True,True
2020-01-25,2.0,0.0,0.2857143,0.038623106,0.0,0.0055175866,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,25,True,True,True
2020-01-26,3.0,1.0,0.2857143,0.05793466,0.019311553,0.0055175866,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,26,True,True,True
2020-01-27,4.0,1.0,0.42857143,0.07724621,0.019311553,0.00827638,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,27,True,True,True
2020-01-28,4.0,0.0,0.42857143,0.07724621,0.0,0.00827638,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,28,True,True,True
2020-01-29,4.0,0.0,0.42857143,0.07724621,0.0,0.00827638,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,29,True,True,True
2020-01-30,7.0,3.0,0.85714287,0.13518088,0.05793466,0.01655276,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,0.0,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,30,True,True,True
2020-01-31,11.0,4.0,1.2857143,0.2124271,0.07724621,0.02482914,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,2.78,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,1,31,True,True,True
2020-02-01,12.0,1.0,1.4285715,0.23173864,0.019311553,0.027587933,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,13.89,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,1,True,True,True
2020-02-02,15.0,3.0,1.7142857,0.2896733,0.05793466,0.03310552,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,13.89,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,2,True,True,True
2020-02-03,15.0,0.0,1.5714285,0.2896733,0.0,0.030346727,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,23.15,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,3,True,True,True
2020-02-04,16.0,1.0,1.7142857,0.30898485,0.019311553,0.03310552,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,4,True,True,True
2020-02-05,21.0,5.0,2.4285715,0.4055426,0.096557766,0.046899486,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,5,True,True,True
2020-02-06,24.0,3.0,2.4285715,0.46347728,0.05793466,0.046899486,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,6,True,True,True
2020-02-07,24.0,0.0,1.8571428,0.46347728,0.0,0.035864312,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,7,True,True,True
2020-02-08,24.0,0.0,1.7142857,0.46347728,0.0,0.03310552,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,8,True,True,True
2020-02-09,27.0,3.0,1.7142857,0.52141196,0.05793466,0.03310552,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,9,True,True,True
2020-02-10,28.0,1.0,1.8571428,0.5407235,0.019311553,0.035864312,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,10,True,True,True
2020-02-11,28.0,0.0,1.7142857,0.5407235,0.0,0.03310552,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,11,True,True,True
2020-02-12,28.0,0.0,1.0,0.5407235,0.0,0.019311553,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,12,True,True,True
2020-02-13,28.0,0.0,0.5714286,0.5407235,0.0,0.011035173,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,13,True,True,True
2020-02-14,28.0,0.0,0.5714286,0.5407235,0.0,0.011035173,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,14,True,True,True
2020-02-15,28.0,0.0,0.5714286,0.5407235,0.0,0.011035173,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,15,True,True,True
2020-02-16,30.0,2.0,0.42857143,0.5793466,0.038623106,0.00827638,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,16,True,True,True
2020-02-17,30.0,0.0,0.2857143,0.5793466,0.0,0.0055175866,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,17,True,True,True
2020-02-18,32.0,2.0,0.5714286,0.6179697,0.038623106,0.011035173,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,18,True,True,True
2020-02-19,66.0,34.0,5.428571,1.2745625,0.65659285,0.10483415,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,19,True,True,True
2020-02-20,82.0,16.0,7.714286,1.5835474,0.30898485,0.14897484,1.0,1.0,0.14285715,0.019311553,0.019311553,0.0027587933,79.0,1.525,31.48,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,20,True,True,True
2020-02-21,156.0,74.0,18.285715,3.0126023,1.429055,0.35312554,1.0,0.0,0.14285715,0.019311553,0.0,0.0027587933,79.0,1.525,45.37,5.8715,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,21,True,True,True
2020-02-22,346.0,190.0,45.42857,6.6817975,3.6691952,0.87729627,3.0,2.0,0.42857143,0.05793466,0.038623106,0.00827638,79.0,1.525,45.37,5.5712,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,22,True,True,True
2020-02-23,556.0,210.0,75.14286,10.737224,4.055426,1.4511253,3.0,0.0,0.42857143,0.05793466,0.0,0.00827638,79.0,1.525,50.0,4.4996,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,23,True,True,True
2020-02-24,763.0,207.0,104.71429,14.734715,3.9974916,2.0221956,7.0,4.0,1.0,0.13518088,0.07724621,0.019311553,79.0,1.525,55.56,3.7201,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,24,True,True,True
2020-02-25,893.0,130.0,123.0,17.245216,2.5105019,2.3753211,8.0,1.0,1.1428572,0.15449242,0.019311553,0.022070346,79.0,1.525,55.56,3.1227,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,25,True,True,True
2020-02-26,1146.0,253.0,154.28572,22.13104,4.8858232,2.9794967,11.0,3.0,1.5714285,0.2124271,0.05793466,0.030346727,79.0,1.525,55.56,3.0849,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,26,True,True,True
2020-02-27,1595.0,449.0,216.14285,30.801928,8.670888,4.174054,12.0,1.0,1.5714285,0.23173864,0.019311553,0.030346727,79.0,1.525,55.56,3.1185,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,27,True,True,True
2020-02-28,2022.0,427.0,266.57144,39.047962,8.246034,5.147908,13.0,1.0,1.7142857,0.2510502,0.019311553,0.03310552,79.0,1.525,55.56,2.8453,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,28,True,True,True
2020-02-29,2931.0,909.0,369.2857,56.602165,17.554203,7.1314807,16.0,3.0,1.8571428,0.30898485,0.05793466,0.035864312,79.0,1.525,55.56,2.5395,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,2,29,True,True,True
2020-03-01,3526.0,595.0,424.2857,68.09254,11.490375,8.193616,17.0,1.0,2.0,0.32829642,0.019311553,0.038623106,79.0,1.525,55.56,2.3535,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,1,True,True,True
2020-03-02,4212.0,686.0,492.7143,81.34026,13.2477255,9.515079,23.0,6.0,2.2857144,0.44416574,0.11586932,0.044140693,79.0,1.525,55.56,2.1225,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,2,True,True,True
2020-03-03,4812.0,600.0,559.8571,92.92719,11.586932,10.811711,28.0,5.0,2.857143,0.5407235,0.096557766,0.055175867,79.0,1.525,55.56,1.9448,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,3,True,True,True
2020-03-04,5328.0,516.0,597.4286,102.89196,9.964762,11.537273,32.0,4.0,3.0,0.6179697,0.07724621,0.05793466,79.0,1.525,55.56,1.4253,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,4,True,True,True
2020-03-05,5766.0,438.0,595.8571,111.35042,8.458461,11.5069275,35.0,3.0,3.2857144,0.6759044,0.05793466,0.063452244,79.0,1.525,55.56,1.0667,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,5,True,True,True
2020-03-06,6284.0,518.0,608.8571,121.353806,10.003385,11.7579775,42.0,7.0,4.142857,0.8110852,0.13518088,0.080005005,79.0,1.525,55.56,0.8539,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,6,True,True,True
2020-03-07,6767.0,483.0,548.0,130.68129,9.32748,10.582731,44.0,2.0,4.0,0.8497084,0.038623106,0.07724621,79.0,1.525,55.56,0.6664,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,7,True,True,True
2020-03-08,7134.0,367.0,515.4286,137.76862,7.0873404,9.953727,50.0,6.0,4.714286,0.96557766,0.11586932,0.09104018,79.0,1.525,55.56,0.7108,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,8,True,True,True
2020-03-09,7382.0,248.0,452.85715,142.55789,4.789265,8.745375,51.0,1.0,4.0,0.9848892,0.019311553,0.07724621,79.0,1.525,55.56,0.6595,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,9,True,True,True
2020-03-10,7513.0,131.0,385.85715,145.0877,2.5298135,7.451501,54.0,3.0,3.7142856,1.0428239,0.05793466,0.071728624,79.0,1.525,55.56,0.5603,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,10,True,True,True
2020-03-11,7755.0,242.0,346.7143,149.7611,4.673396,6.6955914,60.0,6.0,4.0,1.1586932,0.11586932,0.07724621,79.0,1.525,55.56,0.5231,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,11,True,True,True
2020-03-12,7869.0,114.0,300.42856,151.96262,2.201517,5.8017426,66.0,6.0,4.428571,1.2745625,0.11586932,0.08552259,79.0,1.525,55.56,0.3433,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,12,True,True,True
2020-03-13,7979.0,110.0,242.14285,154.08688,2.124271,4.6761546,67.0,1.0,3.5714285,1.2938741,0.019311553,0.06896983,79.0,1.525,55.56,0.2512,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,13,True,True,True
2020-03-14,8086.0,107.0,188.42857,156.15323,2.0663362,3.6388485,72.0,5.0,4.0,1.3904319,0.096557766,0.07724621,79.0,1.525,55.56,0.2254,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,14,True,True,True
2020-03-15,8162.0,76.0,146.85715,157.6209,1.4676781,2.8360395,75.0,3.0,3.5714285,1.4483665,0.05793466,0.06896983,79.0,1.525,55.56,0.3903,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,15,True,True,True
2020-03-16,8236.0,74.0,122.0,159.04996,1.429055,2.3560095,75.0,0.0,3.4285715,1.4483665,0.0,0.06621104,79.0,1.525,55.56,0.5416,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,16,True,True,True
2020-03-17,8320.0,84.0,115.28571,160.67212,1.6221704,2.2263463,81.0,6.0,3.857143,1.5642358,0.11586932,0.07448742,79.0,1.525,55.56,0.5949,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,17,True,True,True
2020-03-18,8413.0,93.0,94.0,162.4681,1.7959745,1.815286,84.0,3.0,3.4285715,1.6221704,0.05793466,0.06621104,79.0,1.525,55.56,0.5956,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,18,True,True,True
2020-03-19,8565.0,152.0,99.42857,165.40346,2.9353561,1.9201202,91.0,7.0,3.5714285,1.7573514,0.13518088,0.06896983,79.0,1.525,55.56,0.606,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,19,True,True,True
2020-03-20,8652.0,87.0,96.14286,167.08356,1.6801052,1.8566679,94.0,3.0,3.857143,1.815286,0.05793466,0.07448742,79.0,1.525,55.56,0.5605,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,20,True,True,True
2020-03-21,8799.0,147.0,101.85714,169.92236,2.8387983,1.9670197,102.0,8.0,4.285714,1.9697784,0.15449242,0.0827638,79.0,1.525,69.44,0.6163,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,21,True,True,True
2020-03-22,8897.0,98.0,105.0,171.8149,1.8925322,2.027713,104.0,2.0,4.142857,2.0084016,0.038623106,0.080005005,79.0,1.525,75.93,0.7176,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,22,True,True,True
2020-03-23,8961.0,64.0,103.57143,173.05083,1.2359394,2.0001252,111.0,7.0,5.142857,2.1435823,0.13518088,0.09931656,79.0,1.525,75.93,0.6538,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,23,True,True,True
2020-03-24,9037.0,76.0,102.42857,174.51851,1.4676781,1.9780549,120.0,9.0,5.571429,2.3173864,0.17380399,0.10759294,79.0,1.525,75.93,0.7129,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,24,True,True,True
2020-03-25,9137.0,100.0,103.42857,176.44966,1.9311553,1.9973664,126.0,6.0,6.0,2.4332557,0.11586932,0.11586932,79.0,1.525,75.93,0.757,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,25,True,True,True
2020-03-26,9241.0,104.0,96.57143,178.45807,2.0084016,1.8649443,131.0,5.0,5.714286,2.5298135,0.096557766,0.110351734,79.0,1.525,75.93,0.7569,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,26,True,True,True
2020-03-27,9332.0,91.0,97.14286,180.21542,1.7573514,1.8759795,139.0,8.0,6.428571,2.684306,0.15449242,0.1241457,79.0,1.525,75.93,0.7757,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,27,True,True,True
2020-03-28,9478.0,146.0,97.0,183.03491,2.8194869,1.8732207,144.0,5.0,6.0,2.7808638,0.096557766,0.11586932,79.0,1.525,75.93,0.8527,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,28,True,True,True
2020-03-29,9583.0,105.0,98.0,185.06262,2.027713,1.8925322,152.0,8.0,6.857143,2.9353561,0.15449242,0.13242207,78.0,1.505,75.93,0.9001,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,29,True,True,True
2020-03-30,9661.0,78.0,100.0,186.56892,1.5063012,1.9311553,158.0,6.0,6.714286,3.0512254,0.11586932,0.12966329,74.0,1.428,75.93,0.9692,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,30,True,True,True
2020-03-31,9786.0,125.0,107.0,188.98286,2.4139442,2.0663362,162.0,4.0,6.0,3.1284716,0.07724621,0.11586932,74.0,1.428,75.93,1.0032,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2020,3,31,True,True,True
